cityName,city_currentConfirmedCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,city_locationId,city_cityEnglishName,locationId,continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceShortName,provinceEnglishName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,updateTime
包头,3,11,0,8,0,150200,Baotou,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
呼和浩特,3,7,0,4,0,150100,Hohhot,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
通辽,3,7,0,4,0,150500,Tongliao,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
呼伦贝尔,2,7,0,5,0,150700,Hulunbuir,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
鄂尔多斯,1,11,0,10,0,150600,Ordos,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
赤峰,1,9,0,8,0,150400,Chifeng,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
锡林郭勒盟,1,9,0,8,0,152500,Linguolexi,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
乌兰察布,1,3,0,2,0,150900,Ulanqab,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
巴彦淖尔,0,8,0,7,1,150800,Bayannur,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
乌海市,0,2,0,2,0,150300,Wuhai,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
兴安盟,0,1,0,1,0,152200,Xinganmeng,150000,亚洲,Asia,中国,China,内蒙古自治区,内蒙古,Neimenggu,15,75,0,59,1,,1583227388023
合肥,16,174,0,157,1,340100,Hefei,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
阜阳,10,155,0,145,0,341200,Fuyang,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
蚌埠,7,160,0,148,5,340300,Bengbu,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
宿州,4,41,0,37,0,341300,Suzhou,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
淮南,4,27,0,23,0,340400,Huainan,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
马鞍山,3,38,0,35,0,340500,Ma'anshan,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
淮北,3,27,0,24,0,340600,Huaibei,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
滁州,2,13,0,11,0,341100,Chuzhou,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
宣城,2,6,0,4,0,341800,Xuancheng,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
亳州,1,108,0,107,0,341600,Bozhou,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
安庆,1,83,0,82,0,340800,Anqing,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
芜湖,1,34,0,33,0,340200,Wuhu,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
池州,1,17,0,16,0,341700,Chizhou,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
黄山,1,9,0,8,0,341000,Huangshan,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
六安,0,69,0,69,0,341500,Lu'an,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
铜陵,0,29,0,29,0,340700,Tongling,340000,亚洲,Asia,中国,China,安徽省,安徽,Anhui,43,990,0,941,6,,1583227152740
深圳,83,418,0,332,3,440300,Shenzhen,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
广州,73,346,0,272,1,440100,Guangzhou,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
东莞,24,99,0,74,1,441900,Dongguan,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
佛山,18,84,0,66,0,440600,Foshan,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
珠海,16,98,0,81,1,440400,Zhuhai,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
江门,10,23,0,13,0,440700,Jiangmen,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
中山,6,66,0,60,0,442000,Zhongshan,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
梅州,4,16,0,12,0,441400,Meizhou,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
茂名,4,14,0,10,0,440900,Maoming,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
汕头,3,25,0,22,0,440500,Shantou,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
湛江,3,22,0,19,0,440800,Zhanjiang,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
肇庆,3,19,0,15,1,441200,Zhaoqing,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
阳江,3,14,0,11,0,441700,Yangjiang,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
韶关,1,10,0,9,0,440200,Shaoguan,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
惠州,0,62,0,62,0,441300,Huizhou,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
清远,0,12,0,12,0,441800,Qingyuan,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
揭阳,0,8,0,8,0,445200,Jieyang,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
汕尾,0,5,0,5,0,441500,Shanwei,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
潮州,0,5,0,5,0,445100,Chaozhou,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
河源,0,4,0,4,0,441600,Heyuan,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
待明确地区,-1,0,0,1,0,0,Area not defined,440000,亚洲,Asia,中国,China,广东省,广东,Guangdong,250,1350,0,1093,7,,1583227152740
济宁,177,260,0,83,0,370800,Jining,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
德州,14,37,0,21,2,371400,Dezhou,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
潍坊,13,44,0,31,0,370700,Weifang,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
济南,11,47,0,36,0,370100,Jinan,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
烟台,10,47,0,37,0,370600,Yantai,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
淄博,6,30,0,23,1,370300,Zibo,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
威海,4,38,0,34,0,371000,Weihai,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
临沂,2,49,0,47,0,371300,Linyi,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
青岛,1,60,0,58,1,370200,Qingdao,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
枣庄,1,24,0,23,0,370400,Zaozhuang,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
日照,1,16,0,15,0,371100,Rizhao,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
滨州,1,15,0,14,0,371600,Binzhou,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
聊城,0,38,0,38,0,371500,Liaocheng,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
泰安,0,35,0,33,2,370900,Tai'an,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
菏泽,0,18,0,18,0,371700,Heze,370000,亚洲,Asia,中国,China,山东省,山东,Shandong,241,758,0,511,6,,1583221801499
成都,48,143,0,92,3,510100,Chengdu,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
甘孜州,28,78,0,50,0,513300,Garzê Tibetan Autonomous Prefecture,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
达州,14,42,0,28,0,511700,Dazhou,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
南充,10,39,0,29,0,511300,Nanchong,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
巴中,8,24,0,16,0,511900,Bazhong,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
德阳,7,18,0,11,0,510600,Deyang,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
绵阳,6,22,0,16,0,510700,Mianyang,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
广安,5,30,0,25,0,511600,Guang'an,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
泸州,4,24,0,20,0,510500,Luzhou,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
内江,4,22,0,18,0,511000,Neijiang,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
遂宁,2,17,0,15,0,510900,Suining,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
宜宾,2,12,0,10,0,511500,Yibin,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
资阳,2,4,0,2,0,512000,Ziyang,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
凉山州,1,13,0,12,0,513400,Liangshan Yi Autonomous Prefecture,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
眉山,1,8,0,7,0,511400,Meishan,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
雅安,1,7,0,6,0,511800,Ya'an,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
攀枝花,0,16,0,16,0,510400,Panzhihua,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
自贡,0,9,0,9,0,510300,Zigong,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
广元,0,6,0,6,0,510800,Guangyuan,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
乐山,0,3,0,3,0,511100,Leshan,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
阿坝州,0,1,0,1,0,513200,Ngawa Tibetan and Qiang Autonomous Prefecture,510000,亚洲,Asia,中国,China,四川省,四川,Sichuan,143,538,0,392,3,,1583220002483
吐鲁番市,2,3,0,1,0,650400,Turpan,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
乌鲁木齐,1,23,0,22,0,650100,Urumqi,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
兵团第九师,1,4,0,2,1,0,Xinjiang Production and Construction Corps 9th Division,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
昌吉州,1,4,0,3,0,0,Changji,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
伊犁州,0,18,0,18,0,654000,Yili,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
兵团第四师,0,10,0,9,1,0,Xinjiang Production and Construction Corps 4th Division,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
兵团第八师石河子市,0,4,0,3,1,0,"Shihezi, Xinjiang Production and Construction Corps 8th Division",650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
巴州,0,3,0,3,0,511902,Bayingolin Mongol Autonomous Prefecture,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
兵团第十二师,0,3,0,3,0,0,Xinjiang Production and Construction Corps 12th Division,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
兵团第六师五家渠市,0,2,0,2,0,0,"Wujiaqu, Xinjiang Production and Construction Corps 5th Division",650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
兵团第七师,0,1,0,1,0,0,Xinjiang Production and Construction Corps 7th Division,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
阿克苏地区,0,1,0,1,0,652900,Akesu,650000,亚洲,Asia,中国,China,新疆维吾尔自治区,新疆,Xinjiang,5,76,0,68,3,,1583220002483
长沙,54,242,0,186,2,430100,Changsha,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
岳阳,29,156,0,126,1,430600,Yueyang,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
株洲,11,80,0,69,0,430200,Zhuzhou,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
娄底,10,76,0,66,0,431300,Loudi,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
郴州,3,39,0,36,0,431000,Chenzhou,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
常德,2,82,0,80,0,430700,Changde,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
邵阳,1,102,0,100,1,430500,Shaoyang,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
益阳,1,60,0,59,0,430900,Yiyang,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
永州,1,44,0,43,0,431100,Yongzhou,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
湘潭,1,36,0,35,0,430300,Xiangtan,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
衡阳,0,48,0,48,0,430400,Hengyang,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
怀化,0,40,0,40,0,431200,Huaihua,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
湘西自治州,0,8,0,8,0,433100,Xiangxi,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
张家界,0,5,0,5,0,430800,Zhangjiajie,430000,亚洲,Asia,中国,China,湖南省,湖南,Hunan,113,1018,0,901,4,,1583220002483
武汉,24112,49426,0,23063,2251,420100,Wuhan,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
孝感,838,3518,0,2560,120,420900,Xiaogan,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
鄂州,503,1391,0,840,48,420700,Ezhou,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
黄冈,445,2907,0,2343,119,421100,Huanggang,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
荆州,388,1580,0,1144,48,421000,Jingzhou,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
随州,372,1307,0,893,42,421300,Suizhou,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
宜昌,316,931,0,583,32,420500,Yichang,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
荆门,239,928,0,650,39,420800,Jingmen,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
襄阳,228,1175,0,913,34,420600,Xiangyang,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
黄石,227,1014,0,752,35,420200,Huangshi,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
十堰,174,672,0,491,7,420300,Shiyan,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
仙桃,88,575,0,467,20,429004,Xiantao,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
咸宁,75,836,0,749,12,421200,Xianning,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
天门,68,496,0,414,14,429006,Tianmen,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
潜江,61,198,0,128,9,429005,Qianjiang,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
恩施州,50,252,0,198,4,422800,Enshi Tujia and Miao Autonomous Prefecture,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
神农架林区,0,11,0,11,0,429021,Shennongjia,420000,亚洲,Asia,中国,China,湖北省,湖北,Hubei,28184,67217,0,36199,2834,,1583219592882
大连,4,19,0,15,0,210200,Dalian,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
葫芦岛,4,12,0,7,1,211400,Huludao,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
丹东,4,11,0,7,0,210600,Dandong,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
沈阳,3,28,0,25,0,210100,Shenyang,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
朝阳,2,6,0,4,0,211300,Chaoyang,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
鞍山,2,4,0,2,0,210300,Anshan,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
铁岭,1,7,0,6,0,211200,Tieling,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
锦州,0,12,0,12,0,210700,Jinzhou,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
盘锦,0,11,0,11,0,211100,Panjin,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
阜新,0,8,0,8,0,210900,Fuxin,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
本溪,0,3,0,3,0,210500,Benxi,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
辽阳,0,3,0,3,0,211000,Liaoyang,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
营口,0,1,0,1,0,210800,Yingkou,210000,亚洲,Asia,中国,China,辽宁省,辽宁,Liaoning,20,125,0,104,1,,1583215963780
唐山,7,58,0,50,1,130200,Tangshan,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
张家口,4,41,0,37,0,130700,Zhangjiakou,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
邯郸,1,32,0,31,0,130400,Handan,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
石家庄,1,29,0,28,0,130100,Shijiazhuang,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
沧州,0,48,0,45,3,130900,Cangzhou,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
保定,0,32,0,32,0,130600,Baoding,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
廊坊,0,30,0,30,0,131000,Langfang,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
邢台,0,23,0,22,1,130500,Xingtai,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
秦皇岛,0,10,0,9,1,130300,Qinhuangdao,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
衡水,0,8,0,8,0,131100,Hengshui,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
承德,0,7,0,7,0,130800,Chengde,130000,亚洲,Asia,中国,China,河北省,河北,Hebei,13,318,0,299,6,,1583215963780
温州,47,504,0,456,1,330300,Wenzhou,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
台州,26,146,0,120,0,331000,Taizhou,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
省十里丰监狱,21,36,0,15,0,0,Shilifeng Prison,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
杭州,11,169,0,158,0,330100,Hangzhou,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
丽水,8,25,0,17,0,331100,Lishui,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
宁波,6,157,0,151,0,330200,Ningbo,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
嘉兴,4,45,0,41,0,330400,Jiaxing,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
绍兴,4,42,0,38,0,330600,Shaoxing,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
衢州,2,14,0,12,0,330800,Quzhou,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
金华,1,55,0,54,0,330700,Jinhua,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
舟山,0,10,0,10,0,330900,Zhoushan,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
湖州,0,10,0,10,0,330500,Huzhou,330000,亚洲,Asia,中国,China,浙江省,浙江,Zhejiang,130,1213,0,1082,1,丽水：确诊病例含8例境外输入病例；浙江：本省累计治愈1074，外省累计治愈12；杭州：本地累计治愈158，外省累计治愈12,1583215963780
开封,8,26,0,18,0,410200,Kaifeng,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
安阳,6,53,0,47,0,410500,Anyang,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
信阳,5,274,0,267,2,411500,Xinyang,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
周口,5,76,0,70,1,411600,Zhoukou,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
郑州,4,157,0,148,5,410100,Zhengzhou,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
南阳,4,156,0,149,3,411300,Nanyang,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
新乡,1,57,0,53,3,410700,Xinxiang,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
漯河,1,35,0,34,0,411100,Luohe,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
濮阳,1,17,0,16,0,410900,Puyang,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
济源,1,5,0,4,0,419001,Jiyuan,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
驻马店,0,139,0,139,0,411700,Zhumadian,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
商丘,0,91,0,88,3,411400,Shangqiu,410000,亚洲,Asia,中国,China,河南省,河南,Henan,25,1272,0,1225,22,,1583215963780
